train_no,train_name,source_code,source_name,destination_code,destination_name,class,days_before_journey,weekday,month,punctuality_rate,avg_waitlist,confirmation_chance
36437,Hyderabad Deccan-Ahmedabad Superfast Express,HYB,Hyderabad Deccan,ADI,Ahmedabad,2S,70,6,12,75.15,76,63.46%
54293,Jabalpur-Shalimar Superfast Express,JBP,Jabalpur,SHM,Shalimar,CC,105,4,8,88.27,401,5%
21420,Howrah-Vasco-da-Gama Intercity Express,HWH,Howrah,VSG,Vasco-da-Gama,SL,43,1,10,66.29,27,77.06%
11285,Rourkela-Mumbai Central Express,ROU,Rourkela,BCT,Mumbai Central,SL,69,3,4,74.08,17,77.44%
58318,Haridwar-Ahmedabad Mail Express,HW,Haridwar,ADI,Ahmedabad,SL,75,6,11,78.28,203,41.79%
52920,Rangiya Jn-Kharagpur Jn Express,RNY,Rangiya Jn,KGP,Kharagpur Jn,1A,80,0,10,64.35,146,50.57%
56098,Dimapur-Cuttack Mail Express,DMV,Dimapur,CTC,Cuttack,2S,31,3,7,60.23,128,68.64%
77199,Bangalore City-Dimapur Superfast Express,SBC,Bangalore City,DMV,Dimapur,SL,13,4,6,60.78,59,83.11%
93974,Bhopal-Dibrugarh Town Intercity Express,BPL,Bhopal,DBRT,Dibrugarh Town,3A,106,3,5,65.03,37,55.27%
88010,Cuttack-Dibrugarh Town Express,CTC,Cuttack,DBRT,Dibrugarh Town,CC,98,2,7,93.32,124,48.49%
82569,Hyderabad Deccan-Lucknow Intercity Express,HYB,Hyderabad Deccan,LKO,Lucknow,1A,107,3,6,87.05,279,19.69%
34937,Lucknow-Jabalpur Superfast Express,LKO,Lucknow,JBP,Jabalpur,1A,118,3,4,77.82,400,5%
15962,Lumding Jn-Ranchi Mail Express,LMG,Lumding Jn,RNC,Ranchi,2A,61,5,11,71.33,164,56.54%
55453,Gaya Jn-Lumding Jn Intercity Express,GAYA,Gaya Jn,LMG,Lumding Jn,SL,117,6,11,82.05,353,6.86%
70701,Coimbatore-Guwahati Intercity Express,CBE,Coimbatore,GHY,Guwahati,CC,42,0,7,69.48,403,14.36%
98039,Delhi Sarai Rohilla-New Jalpaiguri Intercity Express,DEE,Delhi Sarai Rohilla,NJP,New Jalpaiguri,2S,111,5,4,85.03,23,62.78%
39729,Sealdah-Dibrugarh Town Superfast Express,SDAH,Sealdah,DBRT,Dibrugarh Town,1A,57,1,1,83.49,179,46.18%
27451,Silchar-Jammu Tawi Intercity Express,SCL,Silchar,JAT,Jammu Tawi,3A,16,2,9,76.47,186,60.99%
78713,Lumding Jn-Rourkela Intercity Express,LMG,Lumding Jn,ROU,Rourkela,2S,39,2,1,63.42,454,16.1%
81826,Puri-Bandra Terminus Express,PURI,Puri,BDTS,Bandra Terminus,3A,90,6,10,69.33,153,46.7%
80222,Secunderabad-Sealdah Superfast Express,SC,Secunderabad,SDAH,Sealdah,SL,120,2,1,83.53,77,43.19%
98514,Kanpur Central-Kochuveli Intercity Express,CNB,Kanpur Central,KCVL,Kochuveli,CC,55,6,5,93.29,286,33.2%
79765,Gaya Jn-New Tinsukia Express,GAYA,Gaya Jn,NTSK,New Tinsukia,CC,89,4,12,95.24,6,71.41%
22977,Kochuveli-Firozpur Cantt Superfast Express,KCVL,Kochuveli,FZR,Firozpur Cantt,2A,38,4,8,81.76,84,71.26%
16094,Gaya Jn-New Bongaigaon Mail Express,GAYA,Gaya Jn,NBQ,New Bongaigaon,2A,21,5,10,68.96,447,18.57%
20282,Bikaner-Tirupati Intercity Express,BKN,Bikaner,TPTY,Tirupati,3A,82,2,2,83.85,169,40.46%
38249,Visakhapatnam-Puri Express,VSKP,Visakhapatnam,PURI,Puri,2S,48,4,12,95.74,16,85.77%
61857,Alipurduar Jn-Raxaul Mail Express,APDJ,Alipurduar Jn,RXL,Raxaul,1A,0,3,8,60.55,347,43.14%
76278,Madurai-Hazrat Nizamuddin Superfast Express,MDU,Madurai,NZM,Hazrat Nizamuddin,2S,73,4,2,97.4,48,72.19%
69055,Bikaner-Chennai Central Express,BKN,Bikaner,MAS,Chennai Central,1A,8,6,2,93.06,55,91.68%
57298,New Tinsukia-Kolkata Intercity Express,NTSK,New Tinsukia,KOAA,Kolkata,CC,6,5,6,67.48,353,37.88%
88055,Chennai Egmore-Hyderabad Deccan Intercity Express,MS,Chennai Egmore,HYB,Hyderabad Deccan,3A,90,4,11,64.64,304,14.38%
79248,Raxaul-Rangiya Jn Intercity Express,RXL,Raxaul,RNY,Rangiya Jn,CC,86,5,8,99.97,416,5%
65110,Shalimar-Jammu Tawi Intercity Express,SHM,Shalimar,JAT,Jammu Tawi,2S,4,2,10,93.88,392,29.75%
72391,Agartala-Ernakulam Jn Mail Express,AGTL,Agartala,ERS,Ernakulam Jn,1A,100,2,7,94.12,476,5%
42401,Dimapur-Lumding Jn Express,DMV,Dimapur,LMG,Lumding Jn,1A,72,4,8,83.87,325,23.77%
84852,Mumbai Central-Thiruvananthapuram Central Intercity Express,BCT,Mumbai Central,TVC,Thiruvananthapuram Central,3A,85,0,8,94.7,248,30.67%
52319,Mumbai Central-Bandra Terminus Express,MMCT,Mumbai Central,BDTS,Bandra Terminus,3A,75,6,5,84.87,470,5%
55043,New Jalpaiguri-Delhi Sarai Rohilla Mail Express,NJP,New Jalpaiguri,DEE,Delhi Sarai Rohilla,2S,16,5,2,74.9,467,20.41%
32838,Mumbai Central-Secunderabad Express,MMCT,Mumbai Central,SC,Secunderabad,CC,100,2,12,99.49,321,16.95%
77839,Garib Rath Express 8,VSG,Vasco-da-Gama,CAPE,Kanyakumari,CC,4,0,10,82.77,245,55.86%
44718,Shalimar Vande Bharat Express,SHM,Shalimar,NBQ,New Bongaigaon,3A,38,3,2,85.14,277,40.17%
79588,Agartala-Sealdah Express,AGTL,Agartala,SDAH,Sealdah,3A,108,1,7,64.81,54,58.0%
23489,Jabalpur-Dehradun Superfast Express,JBP,Jabalpur,DDN,Dehradun,2S,4,1,7,99.94,419,33.11%
13694,Silchar-Vasco-da-Gama Superfast Express,SCL,Silchar,VSG,Vasco-da-Gama,1A,82,6,9,98.34,240,29.48%
39451,Sampark Kranti Express,LMG,Lumding Jn,BCT,Mumbai Central,CC,54,0,3,97.29,251,44.34%
81669,Ernakulam Jn-Hazrat Nizamuddin Mail Express,ERS,Ernakulam Jn,NZM,Hazrat Nizamuddin,1A,30,6,12,65.25,206,53.9%
48057,Coimbatore-New Bongaigaon Express,CBE,Coimbatore,NBQ,New Bongaigaon,CC,75,6,6,99.13,235,34.24%
93863,Rangiya Jn-Ranchi Superfast Express,RNY,Rangiya Jn,RNC,Ranchi,1A,17,6,10,62.28,205,65.15%
93974,Bhopal-Dibrugarh Town Intercity Express,BPL,Bhopal,DBRT,Dibrugarh Town,CC,114,0,9,95.38,246,17.94%
76472,Hazrat Nizamuddin-Bandra Terminus Express,NZM,Hazrat Nizamuddin,BDTS,Bandra Terminus,CC,16,6,6,78.31,486,8.73%
37443,Shalimar-Chennai Central Superfast Express,SHM,Shalimar,MAS,Chennai Central,2S,102,0,2,71.84,396,5%
84498,Hyderabad Deccan-Rangiya Jn Mail Express,HYB,Hyderabad Deccan,RNY,Rangiya Jn,3A,5,0,4,77.93,146,77.61%
33149,Shalimar-Thiruvananthapuram Central Superfast Express,SHM,Shalimar,TVC,Thiruvananthapuram Central,SL,24,1,7,61.94,13,85.75%
94179,Lucknow-Alipurduar Jn Express,LKO,Lucknow,APDJ,Alipurduar Jn,3A,120,3,5,70.43,114,44.43%
22355,Delhi Jn-Puri Superfast Express,DLI,Delhi Jn,PURI,Puri,SL,72,3,9,80.25,409,5%
11804,Yesvantpur-Jorhat Town Mail Express,YPR,Yesvantpur,JRH,Jorhat Town,3A,17,6,5,79.31,227,55.83%
49477,Puri-Dehradun Intercity Express,PURI,Puri,DDN,Dehradun,CC,74,4,10,84.07,251,32.77%
82253,Puri-Hyderabad Deccan Intercity Express,PURI,Puri,HYB,Hyderabad Deccan,2A,107,5,6,94.2,172,30.98%
94872,Hyderabad Deccan-Dimapur Intercity Express,HYB,Hyderabad Deccan,DMV,Dimapur,2A,49,0,9,80.41,118,61.36%
69727,Guwahati-Haridwar Express,GHY,Guwahati,HW,Haridwar,2A,75,0,10,67.61,108,61.93%
74777,Shalimar-Bhopal Intercity Express,SHM,Shalimar,BPL,Bhopal,2A,87,3,12,96.48,333,15.3%
41552,Lucknow Jn-Chhatrapati Shivaji Maharaj Terminus Mail Express,LJN,Lucknow Jn,CSMT,Chhatrapati Shivaji Maharaj Terminus,2A,116,4,10,82.24,130,42.31%
29706,Hyderabad Deccan-Raxaul Superfast Express,HYB,Hyderabad Deccan,RXL,Raxaul,CC,98,0,4,88.33,124,42.46%
98154,Dehradun-Ernakulam Jn Express,DDN,Dehradun,ERS,Ernakulam Jn,CC,12,1,4,84.44,406,23.95%
70791,Guwahati-Kochuveli Express,GHY,Guwahati,KCVL,Kochuveli,2S,25,2,2,73.9,98,74.82%
12238,Agartala-New Delhi Intercity Express,AGTL,Agartala,NDLS,New Delhi,CC,106,3,9,75.09,151,37.59%
53997,Bandra Terminus-Chennai Central Express,BDTS,Bandra Terminus,MAS,Chennai Central,SL,36,3,2,64.19,308,34.71%
29542,Ajmer Jn-Dehradun Express,AII,Ajmer Jn,DDN,Dehradun,2S,78,2,2,86.44,450,5%
91359,Tirupati-Bhopal Mail Express,TPTY,Tirupati,BPL,Bhopal,1A,21,2,1,85.97,250,49.49%
73470,Puri-Howrah Mail Express,PURI,Puri,HWH,Howrah,SL,24,6,2,78.01,326,34.93%
43123,Raxaul-Kokrajhar Intercity Express,RXL,Raxaul,KOJ,Kokrajhar,SL,27,2,11,63.95,487,8.01%
11157,Haridwar-Jammu Tawi Intercity Express,HW,Haridwar,JAT,Jammu Tawi,CC,63,0,11,89.48,196,50.93%
52225,Guwahati-Bhopal Express,GHY,Guwahati,BPL,Bhopal,2A,61,1,12,83.64,366,13.81%
82001,Lucknow Jn-Mariani Jn Intercity Express,LJN,Lucknow Jn,MXN,Mariani Jn,2A,8,3,1,70.27,494,13.03%
21612,Bandra Terminus-Kochuveli Intercity Express,BDTS,Bandra Terminus,KCVL,Kochuveli,2A,61,0,10,83.32,322,24.41%
56160,Tirupati-Shalimar Superfast Express,TPTY,Tirupati,SHM,Shalimar,1A,61,2,6,90.54,71,69.25%
44771,Hazrat Nizamuddin-Bhopal Superfast Express,NZM,Hazrat Nizamuddin,BPL,Bhopal,SL,6,6,6,69.38,133,75.81%
93584,Thiruvananthapuram Central-Madurai Superfast Express,TVC,Thiruvananthapuram Central,MDU,Madurai,1A,97,6,4,89.05,439,5%
64808,Ranchi-Jorhat Town Express,RNC,Ranchi,JRH,Jorhat Town,3A,69,5,11,84.01,466,5%
55935,Kokrajhar-Jabalpur Superfast Express,KOJ,Kokrajhar,JBP,Jabalpur,SL,54,6,7,63.46,298,34.23%
30079,Dimapur-Secunderabad Superfast Express,DMV,Dimapur,SC,Secunderabad,3A,43,0,5,83.47,67,73.57%
75328,Jammu Tawi-New Delhi Mail Express,JAT,Jammu Tawi,NDLS,New Delhi,1A,23,3,2,79.14,110,78.13%
32664,New Tinsukia-Visakhapatnam Mail Express,NTSK,New Tinsukia,VSKP,Visakhapatnam,1A,49,1,12,63.41,163,51.65%
52964,Madurai-Darbhanga Superfast Express,MDU,Madurai,DBG,Darbhanga,SL,89,3,11,86.97,449,5%
27394,Kanpur Central-Bikaner Superfast Express,CNB,Kanpur Central,BKN,Bikaner,2A,110,4,9,64.58,65,55.42%
55756,Agartala-Mumbai Central Intercity Express,AGTL,Agartala,MMCT,Mumbai Central,3A,108,4,4,76.72,194,29.89%
59687,Ahmedabad-Pune Intercity Express,ADI,Ahmedabad,PUNE,Pune,1A,108,1,5,65.35,386,5%
50448,Jammu Tawi-New Jalpaiguri Superfast Express,JAT,Jammu Tawi,NJP,New Jalpaiguri,2S,17,3,4,64.63,294,42.39%
28665,Lumding Jn-Dimapur Superfast Express,LMG,Lumding Jn,DMV,Dimapur,1A,115,5,6,83.25,221,29.55%
93009,Bikaner-Dehradun Intercity Express,BKN,Bikaner,DDN,Dehradun,2A,100,0,1,82.46,439,5%
33070,Kharagpur Jn-Dimapur Mail Express,KGP,Kharagpur Jn,DMV,Dimapur,SL,67,0,9,68.9,467,5%
83472,Bikaner-Jabalpur Mail Express,BKN,Bikaner,JBP,Jabalpur,3A,54,6,2,83.27,339,29.43%
59362,Chennai Egmore-New Bongaigaon Express,MS,Chennai Egmore,NBQ,New Bongaigaon,3A,5,5,9,89.15,291,50.37%
32521,Vasco-da-Gama-Rourkela Express,VSG,Vasco-da-Gama,ROU,Rourkela,1A,25,5,11,66.86,13,84.63%
32033,Yesvantpur-Bandra Terminus Superfast Express,YPR,Yesvantpur,BDTS,Bandra Terminus,2S,54,6,4,78.38,372,21.56%
21524,Kanpur Central-Jammu Tawi Express,CNB,Kanpur Central,JAT,Jammu Tawi,3A,47,3,10,76.54,325,29.0%
78523,Bangalore City-Bandra Terminus Express,SBC,Bangalore City,BDTS,Bandra Terminus,2A,118,2,9,61.26,476,5%
35304,Amritsar-Firozpur Cantt Mail Express,ASR,Amritsar,FZR,Firozpur Cantt,2A,40,0,11,77.99,454,9.03%
51681,Vasco-da-Gama-New Jalpaiguri Mail Express,VSG,Vasco-da-Gama,NJP,New Jalpaiguri,3A,48,3,1,91.84,455,5%
98830,Delhi Sarai Rohilla-Rourkela Superfast Express,DEE,Delhi Sarai Rohilla,ROU,Rourkela,2A,117,6,10,86.82,432,5%
98998,Jorhat Town-Alipurduar Jn Mail Express,JRH,Jorhat Town,APDJ,Alipurduar Jn,2S,45,4,5,92.02,395,20.33%
51373,Shalimar-Lumding Jn Mail Express,SHM,Shalimar,LMG,Lumding Jn,SL,66,6,5,99.72,183,48.41%
64778,New Delhi-Mysuru Superfast Express,NDLS,New Delhi,MYS,Mysuru,3A,107,3,1,64.53,269,17.97%
48378,Howrah-New Tinsukia Intercity Express,HWH,Howrah,NTSK,New Tinsukia,SL,35,4,10,68.81,344,33.38%
67236,Dehradun-Rangiya Jn Express,DDN,Dehradun,RNY,Rangiya Jn,1A,26,4,10,68.62,265,43.58%
36012,Ajmer Jn-Kokrajhar Express,AII,Ajmer Jn,KOJ,Kokrajhar,2S,104,0,1,83.23,422,5%
80405,Darbhanga-New Delhi Mail Express,DBG,Darbhanga,NDLS,New Delhi,3A,20,1,2,94.68,131,76.16%
17498,Dibrugarh Town-Jammu Tawi Superfast Express,DBRT,Dibrugarh Town,JAT,Jammu Tawi,2A,118,1,4,87.71,427,5%
79352,Hazrat Nizamuddin Shatabdi Express,NZM,Hazrat Nizamuddin,DEE,Delhi Sarai Rohilla,SL,64,3,5,71.01,497,5%
89262,Ahmedabad-Cuttack Mail Express,ADI,Ahmedabad,CTC,Cuttack,2A,109,5,1,70.68,339,5%
30663,Shoranur Jn-Dibrugarh Town Express,SRR,Shoranur Jn,DBRT,Dibrugarh Town,2S,106,0,3,71.6,322,13.35%
12456,Hyderabad Deccan-Gaya Jn Mail Express,HYB,Hyderabad Deccan,GAYA,Gaya Jn,SL,47,4,8,67.61,337,29.44%
77054,Alipurduar Jn-Raxaul Express,APDJ,Alipurduar Jn,RXL,Raxaul,3A,56,2,7,95.65,209,49.69%
81646,Firozpur Cantt-Patna Jn Express,FZR,Firozpur Cantt,PNBE,Patna Jn,2A,39,6,10,74.27,192,56.13%
77732,New Delhi-Cuttack Mail Express,NDLS,New Delhi,CTC,Cuttack,3A,118,0,2,67.36,332,7.33%
30663,Shoranur Jn-Dibrugarh Town Express,SRR,Shoranur Jn,DBRT,Dibrugarh Town,2S,111,4,9,66.27,114,48.23%
34250,Guwahati-Cuttack Express,GHY,Guwahati,CTC,Cuttack,CC,65,0,7,78.24,457,5%
95888,Kokrajhar-Alipurduar Jn Superfast Express,KOJ,Kokrajhar,APDJ,Alipurduar Jn,3A,71,2,4,65.88,264,27.65%
94547,Puri-Dibrugarh Town Intercity Express,PURI,Puri,DBRT,Dibrugarh Town,SL,104,5,8,82.05,218,26.07%
69234,Dimapur-Thiruvananthapuram Central Superfast Express,DMV,Dimapur,TVC,Thiruvananthapuram Central,1A,6,4,6,96.76,3,94.61%
56944,Ernakulam Jn-Chhatrapati Shivaji Maharaj Terminus Superfast Express,ERS,Ernakulam Jn,CSMT,Chhatrapati Shivaji Maharaj Terminus,2S,63,1,10,77.46,102,64.94%
80133,Delhi Jn-Dehradun Superfast Express,DLI,Delhi Jn,DDN,Dehradun,CC,49,0,12,90.9,251,46.35%
36012,Ajmer Jn-Kokrajhar Express,AII,Ajmer Jn,KOJ,Kokrajhar,3A,47,1,11,64.38,65,70.81%
92242,Pune-Alipurduar Jn Express,PUNE,Pune,APDJ,Alipurduar Jn,2A,55,4,1,96.32,436,11.18%
52879,Mysuru-Haridwar Superfast Express,MYS,Mysuru,HW,Haridwar,SL,118,6,8,72.65,423,5%
82817,Kochuveli-Bangalore City Express,KCVL,Kochuveli,SBC,Bangalore City,2A,108,2,5,97.55,303,12.61%
33301,Shoranur Jn-Hyderabad Deccan Intercity Express,SRR,Shoranur Jn,HYB,Hyderabad Deccan,3A,47,1,6,66.97,342,27.05%
61949,Coimbatore-Dehradun Superfast Express,CBE,Coimbatore,DDN,Dehradun,2A,54,3,6,97.56,495,5%
22954,Bangalore City-Vasco-da-Gama Intercity Express,SBC,Bangalore City,VSG,Vasco-da-Gama,3A,48,2,6,88.59,332,25.21%
56076,Alipurduar Jn-Lumding Jn Mail Express,APDJ,Alipurduar Jn,LMG,Lumding Jn,1A,63,5,7,99.46,456,5%
89202,Dehradun-Haridwar Express,DDN,Dehradun,HW,Haridwar,SL,63,5,2,94.43,322,23.54%
55239,Mumbai Central-Tirupati Intercity Express,MMCT,Mumbai Central,TPTY,Tirupati,1A,113,5,6,85.35,224,25.73%
95313,Ahmedabad-Silchar Mail Express,ADI,Ahmedabad,SCL,Silchar,SL,59,5,7,96.9,234,40.14%
40539,New Delhi-Bikaner Express,NDLS,New Delhi,BKN,Bikaner,1A,114,6,1,91.85,384,5%
53769,Kanpur Central-Jabalpur Superfast Express,CNB,Kanpur Central,JBP,Jabalpur,1A,97,3,6,69.56,70,60.87%
87340,New Delhi-Coimbatore Express,NDLS,New Delhi,CBE,Coimbatore,3A,60,4,10,72.5,174,47.39%
31973,Lumding Jn-Cuttack Mail Express,LMG,Lumding Jn,CTC,Cuttack,2A,80,0,3,69.85,487,5%
18869,Secunderabad-Vasco-da-Gama Mail Express,SC,Secunderabad,VSG,Vasco-da-Gama,1A,7,3,5,84.08,475,15.6%
72421,Delhi Sarai Rohilla-Jammu Tawi Mail Express,DEE,Delhi Sarai Rohilla,JAT,Jammu Tawi,CC,58,5,10,91.59,224,41.18%
38393,Haridwar-Kochuveli Intercity Express,HW,Haridwar,KCVL,Kochuveli,2S,104,4,3,99.86,146,42.66%
69942,Kochuveli-Ernakulam Jn Superfast Express,KCVL,Kochuveli,ERS,Ernakulam Jn,3A,71,6,3,61.54,52,67.49%
92056,Coimbatore-Firozpur Cantt Intercity Express,CBE,Coimbatore,FZR,Firozpur Cantt,SL,85,1,2,83.15,338,16.41%
27200,Shalimar-New Jalpaiguri Express,SHM,Shalimar,NJP,New Jalpaiguri,2S,61,5,12,77.18,388,19.75%
15559,Dibrugarh Town-Haridwar Mail Express,DBRT,Dibrugarh Town,HW,Haridwar,1A,107,4,5,80.97,201,30.31%
70548,Dibrugarh Town-Mumbai Central Express,DBRT,Dibrugarh Town,BCT,Mumbai Central,CC,16,4,4,88.4,28,90.89%
57309,Haridwar-Delhi Jn Superfast Express,HW,Haridwar,DLI,Delhi Jn,CC,67,4,6,64.11,240,39.39%
98958,Mysuru-Silchar Mail Express,MYS,Mysuru,SCL,Silchar,CC,73,0,11,77.33,484,5%
91006,Dehradun-Gaya Jn Intercity Express,DDN,Dehradun,GAYA,Gaya Jn,3A,75,6,8,73.8,87,63.56%
71483,Gaya Jn-Firozpur Cantt Express,GAYA,Gaya Jn,FZR,Firozpur Cantt,2S,58,0,7,76.57,488,5%
20459,Firozpur Cantt-Coimbatore Mail Express,FZR,Firozpur Cantt,CBE,Coimbatore,1A,109,6,2,64.1,347,5%
28008,Cuttack-Kolkata Intercity Express,CTC,Cuttack,KOAA,Kolkata,2A,110,1,8,93.87,178,33.81%
32726,Mumbai Central-Sealdah Express,MMCT,Mumbai Central,SDAH,Sealdah,2S,93,5,2,64.8,226,26.36%
37605,Dimapur-Jammu Tawi Intercity Express,DMV,Dimapur,JAT,Jammu Tawi,2S,26,2,10,80.02,274,47.44%
24383,Bikaner-Ranchi Intercity Express,BKN,Bikaner,RNC,Ranchi,2S,109,4,12,78.58,333,5.88%
91139,Haridwar-Bandra Terminus Express,HW,Haridwar,BDTS,Bandra Terminus,SL,87,5,11,79.04,227,33.34%
96611,Bangalore City-Jorhat Town Intercity Express,SBC,Bangalore City,JRH,Jorhat Town,SL,52,1,6,81.94,238,44.96%
46664,Ahmedabad-Delhi Sarai Rohilla Mail Express,ADI,Ahmedabad,DEE,Delhi Sarai Rohilla,SL,31,1,5,66.62,397,28.25%
62219,Madurai-Pune Express,MDU,Madurai,PUNE,Pune,2S,12,3,8,78.72,291,43.35%
67847,Firozpur Cantt-Visakhapatnam Express,FZR,Firozpur Cantt,VSKP,Visakhapatnam,1A,55,2,2,68.24,273,40.48%
14155,Ernakulam Jn-Lucknow Jn Express,ERS,Ernakulam Jn,LJN,Lucknow Jn,SL,58,4,10,70.81,39,71.16%
77626,Bhubaneswar-Ajmer Jn Express,BBS,Bhubaneswar,AII,Ajmer Jn,CC,68,3,4,70.05,249,36.4%
60998,Shalimar-Darbhanga Superfast Express,SHM,Shalimar,DBG,Darbhanga,SL,11,5,7,83.86,227,58.84%
26357,Patna Jn-New Jalpaiguri Intercity Express,PNBE,Patna Jn,NJP,New Jalpaiguri,1A,10,1,8,94.73,114,79.0%
21412,Secunderabad-Silchar Superfast Express,SC,Secunderabad,SCL,Silchar,2A,107,1,9,63.18,427,5%
14165,Avadh Assam Express,LJN,Lucknow Jn,DBRG,Dibrugarh,3A,81,0,12,93.49,207,42.88%
96214,Secunderabad-Gaya Jn Mail Express,SC,Secunderabad,GAYA,Gaya Jn,2S,86,3,4,73.04,60,62.37%
28803,New Tinsukia-Sealdah Superfast Express,NTSK,New Tinsukia,SDAH,Sealdah,3A,102,4,6,63.43,82,54.3%
71235,Mysuru-Secunderabad Mail Express,MYS,Mysuru,SC,Secunderabad,2A,120,4,9,90.42,256,20.81%
79360,Jammu Tawi-Cuttack Express,JAT,Jammu Tawi,CTC,Cuttack,CC,12,6,2,99.35,411,31.0%
56234,Delhi Sarai Rohilla-Firozpur Cantt Express,DEE,Delhi Sarai Rohilla,FZR,Firozpur Cantt,CC,18,6,5,86.6,228,60.62%
43050,Tirupati-Agartala Mail Express,TPTY,Tirupati,AGTL,Agartala,3A,6,6,12,69.39,485,18.46%
55787,Rourkela-Jorhat Town Mail Express,ROU,Rourkela,JRH,Jorhat Town,3A,62,0,3,62.61,479,5%
35106,Kanpur Central-Dehradun Superfast Express,CNB,Kanpur Central,DDN,Dehradun,2A,80,4,8,88.29,308,23.12%
75485,Bhopal-Bhubaneswar Express,BPL,Bhopal,BBS,Bhubaneswar,CC,100,1,5,84.68,253,21.46%
73094,Bikaner-Silchar Express,BKN,Bikaner,SCL,Silchar,2A,88,6,4,72.39,327,15.51%
91980,Kochuveli-Madurai Superfast Express,KCVL,Kochuveli,MDU,Madurai,3A,92,2,7,65.07,374,5%
76278,Madurai-Hazrat Nizamuddin Superfast Express,MDU,Madurai,NZM,Hazrat Nizamuddin,1A,88,4,11,60.63,324,17.31%
60196,Vijayawada-Puri Express,BZA,Vijayawada,PURI,Puri,2A,94,3,2,68.12,175,42.32%
67199,Amritsar-Kharagpur Jn Intercity Express,ASR,Amritsar,KGP,Kharagpur Jn,CC,63,0,10,73.36,149,52.91%
78191,Ahmedabad-Kokrajhar Intercity Express,ADI,Ahmedabad,KOJ,Kokrajhar,3A,95,6,8,98.74,22,64.16%
94358,Alipurduar Jn-Yesvantpur Intercity Express,APDJ,Alipurduar Jn,YPR,Yesvantpur,1A,48,5,4,80.55,54,72.92%
41425,Kanpur Central-Shoranur Jn Express,CNB,Kanpur Central,SRR,Shoranur Jn,CC,72,4,12,70.62,118,58.84%
44336,Chennai Central-Kokrajhar Express,MAS,Chennai Central,KOJ,Kokrajhar,1A,15,6,12,68.62,119,71.47%
83594,Darbhanga-Dimapur Intercity Express,DBG,Darbhanga,DMV,Dimapur,SL,117,5,10,85.31,85,46.74%
47151,New Tinsukia-Ernakulam Jn Superfast Express,NTSK,New Tinsukia,ERS,Ernakulam Jn,SL,9,1,5,91.19,459,25.25%
49405,Mariani Jn-Kochuveli Express,MXN,Mariani Jn,KCVL,Kochuveli,1A,11,0,4,93.53,429,24.93%
80944,Delhi Jn-Hazrat Nizamuddin Express,DLI,Delhi Jn,NZM,Hazrat Nizamuddin,2A,75,3,10,63.34,80,61.35%
17008,New Bongaigaon-New Tinsukia Superfast Express,NBQ,New Bongaigaon,NTSK,New Tinsukia,3A,105,5,7,73.58,248,25.34%
62381,Kokrajhar-Kanyakumari Mail Express,KOJ,Kokrajhar,CAPE,Kanyakumari,SL,119,2,3,87.41,335,5%
13015,Silchar-Hyderabad Deccan Express,SCL,Silchar,HYB,Hyderabad Deccan,SL,57,4,9,77.42,112,64.72%
48559,Firozpur Cantt-Puri Superfast Express,FZR,Firozpur Cantt,PURI,Puri,2A,53,3,2,61.48,219,42.25%
56254,Cuttack-Ahmedabad Superfast Express,CTC,Cuttack,ADI,Ahmedabad,2S,70,4,5,79.52,209,45.61%
57517,Agartala-Alipurduar Jn Express,AGTL,Agartala,APDJ,Alipurduar Jn,2A,91,3,12,82.48,389,6.91%
10393,Kanpur Central-Ranchi Express,CNB,Kanpur Central,RNC,Ranchi,2S,89,6,9,74.25,159,40.35%
46455,Darbhanga-Bhubaneswar Express,DBG,Darbhanga,BBS,Bhubaneswar,2S,70,6,11,83.87,132,56.17%
32604,Shalimar-Shoranur Jn Intercity Express,SHM,Shalimar,SRR,Shoranur Jn,SL,66,3,12,63.76,288,25.97%
24111,Patna Jn-Jorhat Town Intercity Express,PNBE,Patna Jn,JRH,Jorhat Town,2S,120,5,3,84.73,258,18.19%
95261,Dehradun-Sealdah Express,DDN,Dehradun,SDAH,Sealdah,2S,7,4,5,98.0,305,46.53%
48983,Madurai-Agartala Superfast Express,MDU,Madurai,AGTL,Agartala,3A,44,3,4,94.07,367,20.57%
10667,Yesvantpur-New Tinsukia Superfast Express,YPR,Yesvantpur,NTSK,New Tinsukia,2A,91,5,9,74.95,260,26.47%
89700,Sealdah-Mumbai Central Superfast Express,SDAH,Sealdah,BCT,Mumbai Central,1A,36,0,3,96.31,336,35.35%
74056,Gaya Jn-Guwahati Superfast Express,GAYA,Gaya Jn,GHY,Guwahati,1A,85,6,5,70.01,402,5.85%
46368,Silchar-Kochuveli Superfast Express,SCL,Silchar,KCVL,Kochuveli,CC,11,1,4,81.41,120,72.41%
62206,Bikaner-Thiruvananthapuram Central Intercity Express,BKN,Bikaner,TVC,Thiruvananthapuram Central,2S,53,6,12,99.72,491,5%
46330,Ahmedabad-Puri Express,ADI,Ahmedabad,PURI,Puri,2A,64,4,4,86.21,130,56.16%
13465,Mariani Jn-Alipurduar Jn Superfast Express,MXN,Mariani Jn,APDJ,Alipurduar Jn,CC,80,5,11,96.16,190,40.16%
55787,Rourkela-Jorhat Town Mail Express,ROU,Rourkela,JRH,Jorhat Town,1A,99,5,8,63.2,367,5%
34202,Kokrajhar-Puri Intercity Express,KOJ,Kokrajhar,PURI,Puri,2A,93,4,12,99.35,293,22.44%
