train_no,train_name,source,source_name,destination,destination_name,class,quota,days_before_journey,day_of_week,month,is_festival,past_avg_waitlist,past_punctuality,confirmation_chance,cancellation_rate,punctuality_rate
12345,Saraighat Express,KOAA,Kolkata,PNBE,Patna,1AC,GN,5,4,7,0,72,72.97,87.12,12.95,68.94
12345,Saraighat Express,BSB,Varanasi,VSKP,Visakhapatnam,1AC,TQ,7,0,4,1,79,74.79,98.47,0.04,78.85
12345,Saraighat Express,SBC,Bangalore,SCL,Silchar,3AC,TQ,6,3,2,1,177,69.27,68.32,32.08,72.39
12001,Shatabdi Express,SDAH,Sealdah,CSMT,Mumbai CST,3AC,LD,1,1,6,0,106,78.33,69.91,28.63,82.53
15910,Avadh Assam Express,KOAA,Kolkata,PNBE,Patna,3AC,GN,7,1,9,1,83,90.69,100.0,0.0,89.03
12345,Saraighat Express,HWH,Howrah,BBS,Bhubaneswar,3AC,GN,1,0,3,1,0,89.49,95.39,4.36,89.42
15644,Kamakhya Express,MAS,Chennai Central,AGTL,Agartala,2AC,GN,5,2,11,0,104,86.36,82.35,21.1,84.66
12505,North East Express,AGTL,Agartala,BBS,Bhubaneswar,SL,TQ,6,4,10,1,138,64.23,78.09,18.03,59.65
15910,Avadh Assam Express,SCL,Silchar,JP,Jaipur,2AC,TQ,2,5,3,0,56,97.72,94.28,9.99,95.87
15910,Avadh Assam Express,SCL,Silchar,JP,Jaipur,3AC,LD,5,6,6,0,73,64.88,98.25,3.45,60.7
12378,Padatik Express,DBRG,Dibrugarh,NDLS,New Delhi,3AC,TQ,0,5,10,0,108,91.76,73.54,22.04,87.35
12001,Shatabdi Express,BSB,Varanasi,MAS,Chennai Central,1AC,LD,4,0,10,0,168,85.54,65.91,32.91,83.46
15644,Kamakhya Express,PNBE,Patna,SBC,Bangalore,3AC,GN,6,5,6,0,178,70.25,74.59,23.35,67.53
12001,Shatabdi Express,SBC,Bangalore,HWH,Howrah,3AC,LD,0,0,7,0,76,70.37,67.74,34.96,67.55
15910,Avadh Assam Express,PNBE,Patna,ADI,Ahmedabad,2AC,TQ,3,4,9,1,144,88.11,58.31,42.7,88.67
15910,Avadh Assam Express,SBC,Bangalore,NDLS,New Delhi,SL,TQ,1,4,9,1,30,70.01,96.31,7.95,67.25
12505,North East Express,SBC,Bangalore,ADI,Ahmedabad,2AC,GN,6,3,8,0,129,73.15,73.19,30.4,68.79
15666,BG Express,KOAA,Kolkata,MAS,Chennai Central,2AC,LD,2,4,9,0,73,80.56,87.12,12.2,82.0
12505,North East Express,VSKP,Visakhapatnam,AGTL,Agartala,3AC,LD,7,3,3,1,53,96.74,100.0,0.02,95.79
12378,Padatik Express,AGTL,Agartala,CSMT,Mumbai CST,2AC,GN,0,0,4,0,157,77.77,48.16,48.35,73.77
15666,BG Express,NDLS,New Delhi,HWH,Howrah,3AC,GN,7,5,8,0,40,65.23,100.0,0.0,63.96
15960,Kanchanjunga Express,AGTL,Agartala,DBRG,Dibrugarh,3AC,TQ,5,1,9,0,43,67.83,100.0,3.98,71.7
12505,North East Express,GHY,Guwahati,VSKP,Visakhapatnam,SL,GN,3,1,8,0,58,88.55,100.0,0.0,85.69
15910,Avadh Assam Express,VSKP,Visakhapatnam,SBC,Bangalore,SL,LD,1,1,2,0,136,80.73,66.64,34.8,77.33
12345,Saraighat Express,GHY,Guwahati,SBC,Bangalore,2AC,LD,1,4,5,0,59,63.45,83.06,20.15,64.26
15960,Kanchanjunga Express,DBRG,Dibrugarh,HWH,Howrah,1AC,LD,6,6,6,1,146,63.38,70.55,26.77,66.7
12345,Saraighat Express,ADI,Ahmedabad,AGTL,Agartala,3AC,LD,5,5,4,1,144,81.23,80.42,23.99,83.42
15666,BG Express,SCL,Silchar,RNC,Ranchi,2AC,GN,5,2,3,0,189,83.29,62.63,35.94,78.42
15960,Kanchanjunga Express,RNC,Ranchi,SDAH,Sealdah,1AC,LD,4,5,3,0,96,98.95,81.85,19.34,100.67
12378,Padatik Express,BSB,Varanasi,NDLS,New Delhi,2AC,LD,0,3,11,0,69,92.1,73.83,21.88,93.74
12423,Rajdhani Express,BSB,Varanasi,DBRG,Dibrugarh,1AC,TQ,4,5,5,0,0,89.88,100.0,3.23,86.65
12378,Padatik Express,RNC,Ranchi,KOAA,Kolkata,SL,TQ,6,2,4,0,156,67.36,75.93,29.05,69.33
15960,Kanchanjunga Express,VSKP,Visakhapatnam,ADI,Ahmedabad,3AC,TQ,0,3,12,0,108,62.76,59.82,43.82,65.2
12505,North East Express,SBC,Bangalore,ADI,Ahmedabad,1AC,LD,7,1,12,0,61,64.59,98.0,0.0,64.31
12378,Padatik Express,ADI,Ahmedabad,SDAH,Sealdah,3AC,TQ,2,3,9,1,38,89.07,100.0,0.0,84.65
15644,Kamakhya Express,BBS,Bhubaneswar,SBC,Bangalore,3AC,GN,7,4,9,1,37,89.64,100.0,0.56,88.67
12378,Padatik Express,VSKP,Visakhapatnam,SBC,Bangalore,1AC,TQ,1,4,5,1,19,85.39,89.79,9.57,86.91
12378,Padatik Express,MAS,Chennai Central,AGTL,Agartala,SL,LD,0,1,5,1,79,94.34,67.89,34.66,94.33
15910,Avadh Assam Express,GHY,Guwahati,VSKP,Visakhapatnam,SL,TQ,4,6,6,1,5,81.71,100.0,1.61,85.59
12345,Saraighat Express,NDLS,New Delhi,VSKP,Visakhapatnam,3AC,GN,3,3,1,1,158,81.31,59.4,39.58,80.81
12423,Rajdhani Express,PNBE,Patna,NDLS,New Delhi,1AC,GN,7,3,6,0,57,86.36,100.0,0.0,86.85
12423,Rajdhani Express,PNBE,Patna,BSB,Varanasi,1AC,LD,6,5,9,0,177,78.88,57.58,44.57,77.88
12501,Poorvottar Sampark Kranti,HWH,Howrah,AGTL,Agartala,SL,GN,0,5,3,1,174,81.94,56.19,48.3,86.47
15666,BG Express,NDLS,New Delhi,MAS,Chennai Central,2AC,LD,2,0,6,1,175,98.2,52.0,49.75,97.28
15666,BG Express,RNC,Ranchi,ADI,Ahmedabad,2AC,TQ,3,0,12,1,55,90.32,97.96,2.98,85.84
12505,North East Express,AGTL,Agartala,VSKP,Visakhapatnam,SL,TQ,5,6,1,1,21,66.95,100.0,0.0,71.29
15644,Kamakhya Express,KOAA,Kolkata,BSB,Varanasi,SL,LD,4,3,8,1,187,88.54,55.43,44.31,93.3
12505,North East Express,MAS,Chennai Central,PNBE,Patna,1AC,TQ,3,6,11,0,102,68.9,78.5,19.69,71.01
15666,BG Express,BBS,Bhubaneswar,SCL,Silchar,2AC,GN,1,3,12,0,3,91.02,92.87,11.59,88.57
12001,Shatabdi Express,GHY,Guwahati,SBC,Bangalore,3AC,LD,3,3,6,1,51,96.25,85.51,18.55,94.09
15666,BG Express,SDAH,Sealdah,VSKP,Visakhapatnam,1AC,LD,1,2,8,0,52,87.51,95.76,0.0,88.1
15644,Kamakhya Express,AGTL,Agartala,PNBE,Patna,1AC,TQ,0,1,10,1,76,70.49,85.65,14.15,72.22
15666,BG Express,RNC,Ranchi,MAS,Chennai Central,1AC,LD,5,1,7,1,62,63.11,95.06,7.25,66.35
12001,Shatabdi Express,BBS,Bhubaneswar,SDAH,Sealdah,SL,TQ,2,5,8,1,132,75.34,68.17,27.94,77.09
12378,Padatik Express,RNC,Ranchi,BBS,Bhubaneswar,SL,LD,6,4,7,0,135,95.96,68.65,34.26,98.44
12001,Shatabdi Express,SCL,Silchar,ADI,Ahmedabad,SL,LD,1,4,6,0,99,73.75,69.62,25.76,68.9
15666,BG Express,RNC,Ranchi,AGTL,Agartala,SL,GN,4,1,11,0,156,72.0,66.81,32.27,73.13
12345,Saraighat Express,KOAA,Kolkata,PNBE,Patna,3AC,GN,7,2,10,1,91,80.86,91.66,3.96,77.84
15666,BG Express,NDLS,New Delhi,BSB,Varanasi,1AC,GN,3,6,7,1,159,93.68,52.94,50.43,97.15
12423,Rajdhani Express,HWH,Howrah,DBRG,Dibrugarh,1AC,GN,1,2,8,0,100,84.02,78.36,19.91,79.32
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,DBRG,Dibrugarh,3AC,GN,2,6,12,0,164,60.79,62.69,36.16,57.05
12505,North East Express,VSKP,Visakhapatnam,MAS,Chennai Central,3AC,LD,4,2,9,0,161,73.31,54.1,49.7,73.75
15644,Kamakhya Express,SCL,Silchar,ADI,Ahmedabad,SL,LD,5,0,4,1,187,68.07,53.51,42.39,68.49
15644,Kamakhya Express,SCL,Silchar,MAS,Chennai Central,3AC,TQ,5,5,12,0,134,72.05,71.91,25.44,69.97
12378,Padatik Express,SCL,Silchar,BBS,Bhubaneswar,3AC,GN,1,1,2,0,36,67.27,98.56,0.0,69.27
12345,Saraighat Express,RNC,Ranchi,PNBE,Patna,3AC,GN,6,3,10,0,123,62.87,79.3,20.41,64.69
15910,Avadh Assam Express,BSB,Varanasi,RNC,Ranchi,2AC,LD,7,0,12,1,173,80.88,75.76,24.61,81.8
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,SBC,Bangalore,3AC,GN,4,3,3,1,50,61.92,95.89,4.75,65.19
12505,North East Express,AGTL,Agartala,SDAH,Sealdah,SL,LD,7,2,4,1,186,83.74,67.36,34.68,86.66
12501,Poorvottar Sampark Kranti,RNC,Ranchi,SBC,Bangalore,2AC,TQ,3,2,9,1,116,63.72,77.39,18.94,63.71
12345,Saraighat Express,NDLS,New Delhi,DBRG,Dibrugarh,3AC,GN,3,6,2,1,50,60.26,96.68,7.24,64.74
12423,Rajdhani Express,KOAA,Kolkata,NDLS,New Delhi,1AC,GN,2,6,4,1,49,82.69,82.18,16.0,79.5
12423,Rajdhani Express,KOAA,Kolkata,RNC,Ranchi,2AC,GN,0,2,1,1,57,61.49,82.63,16.05,64.3
12501,Poorvottar Sampark Kranti,JP,Jaipur,BSB,Varanasi,1AC,TQ,4,4,9,0,153,82.61,69.97,31.67,79.59
15666,BG Express,NDLS,New Delhi,RNC,Ranchi,2AC,GN,3,1,5,1,13,98.83,100.0,0.0,98.11
12001,Shatabdi Express,BBS,Bhubaneswar,SBC,Bangalore,1AC,GN,1,5,5,0,54,94.08,92.0,4.88,99.02
12505,North East Express,CSMT,Mumbai CST,MAS,Chennai Central,2AC,LD,6,3,5,0,155,80.96,66.75,36.33,82.7
12501,Poorvottar Sampark Kranti,PNBE,Patna,ADI,Ahmedabad,3AC,LD,1,5,3,0,3,87.69,99.62,0.0,92.24
12501,Poorvottar Sampark Kranti,SCL,Silchar,GHY,Guwahati,2AC,GN,6,0,10,0,116,65.36,79.31,23.73,68.13
12505,North East Express,BSB,Varanasi,NDLS,New Delhi,SL,TQ,2,3,2,1,67,77.15,87.87,11.61,81.3
12423,Rajdhani Express,RNC,Ranchi,VSKP,Visakhapatnam,1AC,LD,1,5,8,0,141,62.63,68.41,29.82,58.06
12378,Padatik Express,KOAA,Kolkata,NDLS,New Delhi,SL,LD,3,5,12,0,163,70.26,64.35,38.04,65.48
15666,BG Express,AGTL,Agartala,NDLS,New Delhi,1AC,TQ,7,3,4,0,122,86.29,92.32,11.83,85.45
12378,Padatik Express,HWH,Howrah,GHY,Guwahati,2AC,GN,5,1,5,1,78,79.24,83.88,17.89,75.13
12001,Shatabdi Express,HWH,Howrah,AGTL,Agartala,1AC,LD,4,5,12,0,200,73.96,55.93,41.34,78.34
12423,Rajdhani Express,BSB,Varanasi,SDAH,Sealdah,1AC,LD,2,5,3,0,167,63.46,60.78,41.21,59.73
12378,Padatik Express,RNC,Ranchi,HWH,Howrah,1AC,GN,6,2,12,1,40,74.14,100.0,3.0,75.15
15644,Kamakhya Express,MAS,Chennai Central,SBC,Bangalore,2AC,LD,4,2,1,0,154,94.98,71.72,26.27,95.52
12423,Rajdhani Express,MAS,Chennai Central,AGTL,Agartala,3AC,GN,6,5,7,1,196,76.56,52.09,45.21,80.55
12345,Saraighat Express,SCL,Silchar,CSMT,Mumbai CST,1AC,GN,4,3,9,1,185,73.81,58.41,41.32,72.29
12505,North East Express,JP,Jaipur,PNBE,Patna,1AC,GN,5,4,9,0,79,64.44,90.55,5.81,61.88
12345,Saraighat Express,RNC,Ranchi,NDLS,New Delhi,3AC,TQ,1,4,8,0,138,77.57,71.33,32.87,81.74
15666,BG Express,JP,Jaipur,CSMT,Mumbai CST,3AC,LD,2,0,1,1,70,68.64,91.64,11.04,68.13
12501,Poorvottar Sampark Kranti,AGTL,Agartala,DBRG,Dibrugarh,SL,TQ,7,5,1,0,19,93.23,100.0,2.22,88.31
15644,Kamakhya Express,SDAH,Sealdah,SCL,Silchar,1AC,GN,0,4,8,1,135,82.79,54.33,43.0,79.57
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,NDLS,New Delhi,3AC,LD,6,4,12,0,115,70.22,85.59,9.7,74.41
12345,Saraighat Express,ADI,Ahmedabad,SBC,Bangalore,1AC,GN,2,5,12,0,139,81.86,59.3,44.64,82.99
12345,Saraighat Express,AGTL,Agartala,NDLS,New Delhi,1AC,GN,7,4,10,1,103,72.46,95.55,1.96,75.45
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,SBC,Bangalore,3AC,TQ,3,6,6,1,181,97.3,64.03,35.67,99.37
15666,BG Express,HWH,Howrah,KOAA,Kolkata,1AC,TQ,3,4,6,1,82,84.87,90.91,13.0,83.3
12001,Shatabdi Express,SCL,Silchar,MAS,Chennai Central,1AC,TQ,4,6,5,1,55,87.9,97.61,4.01,86.82
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,MAS,Chennai Central,2AC,TQ,1,3,12,0,77,94.82,85.53,16.52,92.67
12001,Shatabdi Express,ADI,Ahmedabad,PNBE,Patna,2AC,LD,6,2,3,0,6,60.78,100.0,0.0,65.25
12001,Shatabdi Express,NDLS,New Delhi,MAS,Chennai Central,3AC,LD,4,5,7,0,94,86.87,80.81,15.38,86.66
12001,Shatabdi Express,KOAA,Kolkata,PNBE,Patna,1AC,GN,6,0,11,0,68,77.62,93.41,3.02,80.83
15644,Kamakhya Express,CSMT,Mumbai CST,JP,Jaipur,SL,LD,3,6,4,1,128,90.24,69.7,30.49,94.29
12505,North East Express,KOAA,Kolkata,CSMT,Mumbai CST,3AC,LD,0,2,4,0,199,96.79,38.57,60.79,93.33
15644,Kamakhya Express,HWH,Howrah,SDAH,Sealdah,1AC,GN,2,3,10,1,22,77.29,93.08,10.97,80.32
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,PNBE,Patna,2AC,LD,1,1,7,0,144,79.67,62.18,41.15,83.48
12345,Saraighat Express,VSKP,Visakhapatnam,AGTL,Agartala,3AC,GN,3,0,2,0,20,87.93,93.33,11.65,91.02
12505,North East Express,BBS,Bhubaneswar,BSB,Varanasi,2AC,GN,3,3,3,1,138,69.64,62.45,33.5,66.26
12345,Saraighat Express,BBS,Bhubaneswar,CSMT,Mumbai CST,3AC,TQ,4,1,8,1,110,72.76,80.94,14.92,69.6
12501,Poorvottar Sampark Kranti,PNBE,Patna,CSMT,Mumbai CST,1AC,GN,2,1,7,0,164,61.78,56.68,40.08,65.3
12505,North East Express,SDAH,Sealdah,ADI,Ahmedabad,SL,GN,5,5,1,1,156,84.39,70.03,25.81,87.5
15644,Kamakhya Express,VSKP,Visakhapatnam,KOAA,Kolkata,3AC,GN,7,5,2,0,2,96.06,100.0,0.0,98.1
12345,Saraighat Express,AGTL,Agartala,BSB,Varanasi,2AC,GN,3,1,9,1,97,62.62,88.87,10.28,65.28
12378,Padatik Express,AGTL,Agartala,RNC,Ranchi,SL,LD,3,0,9,1,183,85.99,51.89,52.6,83.95
15910,Avadh Assam Express,DBRG,Dibrugarh,VSKP,Visakhapatnam,SL,LD,2,2,8,0,151,95.1,59.27,39.2,96.36
15910,Avadh Assam Express,GHY,Guwahati,SBC,Bangalore,2AC,GN,3,5,9,0,86,76.0,76.33,24.2,76.76
15910,Avadh Assam Express,GHY,Guwahati,JP,Jaipur,SL,TQ,4,4,9,0,18,89.12,100.0,2.93,94.04
12423,Rajdhani Express,RNC,Ranchi,GHY,Guwahati,2AC,TQ,2,2,1,0,139,74.49,62.3,41.7,74.27
15960,Kanchanjunga Express,GHY,Guwahati,ADI,Ahmedabad,SL,TQ,5,4,8,0,101,60.17,76.9,23.87,57.26
15910,Avadh Assam Express,DBRG,Dibrugarh,NDLS,New Delhi,SL,GN,0,6,10,1,30,93.27,92.3,7.35,88.59
12345,Saraighat Express,ADI,Ahmedabad,MAS,Chennai Central,3AC,TQ,1,6,10,1,191,92.22,43.63,54.36,90.38
12378,Padatik Express,VSKP,Visakhapatnam,JP,Jaipur,1AC,LD,4,4,6,1,32,86.19,97.47,0.0,90.9
12423,Rajdhani Express,JP,Jaipur,SCL,Silchar,2AC,TQ,5,2,8,0,158,68.29,77.38,25.16,68.49
15666,BG Express,SCL,Silchar,BSB,Varanasi,SL,LD,6,5,2,1,10,79.06,100.0,4.62,75.56
15960,Kanchanjunga Express,JP,Jaipur,SDAH,Sealdah,SL,TQ,5,6,2,1,101,84.34,75.65,21.01,87.79
12001,Shatabdi Express,AGTL,Agartala,RNC,Ranchi,1AC,TQ,1,2,11,0,15,84.9,98.0,6.98,84.03
12501,Poorvottar Sampark Kranti,PNBE,Patna,AGTL,Agartala,3AC,LD,7,6,9,1,10,72.55,100.0,0.0,73.82
12345,Saraighat Express,PNBE,Patna,BSB,Varanasi,1AC,LD,3,4,5,1,72,73.9,79.47,17.06,71.06
12505,North East Express,HWH,Howrah,CSMT,Mumbai CST,SL,TQ,2,5,6,0,190,90.97,44.83,55.03,86.36
12423,Rajdhani Express,AGTL,Agartala,SDAH,Sealdah,1AC,LD,5,1,4,1,50,90.06,100.0,2.51,88.3
15666,BG Express,ADI,Ahmedabad,PNBE,Patna,3AC,LD,0,5,8,0,32,76.77,88.82,13.69,77.29
15644,Kamakhya Express,SBC,Bangalore,SCL,Silchar,3AC,LD,5,0,4,0,174,96.44,53.48,49.59,92.27
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,SCL,Silchar,2AC,TQ,0,0,5,1,101,79.59,78.15,24.82,74.62
15910,Avadh Assam Express,CSMT,Mumbai CST,DBRG,Dibrugarh,SL,TQ,5,3,6,0,136,80.42,72.3,23.61,82.4
15910,Avadh Assam Express,SBC,Bangalore,CSMT,Mumbai CST,2AC,GN,7,4,11,1,117,96.16,89.11,14.02,92.92
15644,Kamakhya Express,HWH,Howrah,BBS,Bhubaneswar,SL,TQ,5,4,3,0,37,87.57,100.0,4.01,92.55
12505,North East Express,CSMT,Mumbai CST,SBC,Bangalore,1AC,LD,5,0,11,0,185,65.29,64.15,40.46,62.07
15666,BG Express,BBS,Bhubaneswar,BSB,Varanasi,3AC,GN,5,5,7,1,129,88.45,80.74,21.68,88.64
15644,Kamakhya Express,GHY,Guwahati,MAS,Chennai Central,1AC,LD,6,6,2,0,16,75.73,100.0,0.0,74.9
15960,Kanchanjunga Express,CSMT,Mumbai CST,ADI,Ahmedabad,3AC,LD,0,6,4,0,147,67.88,55.37,45.86,71.08
12001,Shatabdi Express,PNBE,Patna,MAS,Chennai Central,1AC,TQ,0,4,8,1,157,67.71,60.97,34.72,72.46
12001,Shatabdi Express,DBRG,Dibrugarh,JP,Jaipur,SL,LD,6,0,5,1,149,62.01,66.1,29.99,58.5
12345,Saraighat Express,BBS,Bhubaneswar,HWH,Howrah,SL,TQ,5,4,7,0,50,65.06,100.0,4.31,62.62
12501,Poorvottar Sampark Kranti,GHY,Guwahati,SDAH,Sealdah,2AC,GN,6,2,3,0,3,70.76,100.0,0.0,66.74
15910,Avadh Assam Express,NDLS,New Delhi,SBC,Bangalore,1AC,TQ,2,5,10,1,8,88.13,100.0,3.03,89.9
12001,Shatabdi Express,SDAH,Sealdah,PNBE,Patna,3AC,LD,2,2,11,0,167,92.41,57.5,38.13,91.88
12378,Padatik Express,VSKP,Visakhapatnam,MAS,Chennai Central,3AC,TQ,2,3,3,0,90,87.46,73.6,29.01,89.19
12423,Rajdhani Express,CSMT,Mumbai CST,VSKP,Visakhapatnam,2AC,LD,4,1,10,0,179,70.86,49.21,46.36,71.97
12001,Shatabdi Express,AGTL,Agartala,CSMT,Mumbai CST,1AC,LD,2,5,8,0,117,94.4,64.67,36.2,98.86
12378,Padatik Express,SCL,Silchar,KOAA,Kolkata,3AC,GN,7,0,2,0,158,92.33,67.9,33.48,90.79
15644,Kamakhya Express,SBC,Bangalore,MAS,Chennai Central,2AC,LD,6,1,12,1,128,82.56,77.79,17.25,77.76
15644,Kamakhya Express,AGTL,Agartala,GHY,Guwahati,2AC,GN,4,1,12,0,110,94.63,80.57,16.3,95.1
12423,Rajdhani Express,SCL,Silchar,MAS,Chennai Central,3AC,TQ,6,2,10,1,135,78.46,87.1,15.78,73.85
12345,Saraighat Express,VSKP,Visakhapatnam,ADI,Ahmedabad,3AC,TQ,1,2,6,1,9,91.73,90.55,4.84,95.6
12001,Shatabdi Express,SCL,Silchar,ADI,Ahmedabad,SL,GN,6,1,2,1,138,96.42,83.76,16.26,96.61
12001,Shatabdi Express,SDAH,Sealdah,MAS,Chennai Central,1AC,GN,7,2,11,1,174,87.35,69.94,26.72,92.13
12345,Saraighat Express,MAS,Chennai Central,ADI,Ahmedabad,SL,TQ,2,6,2,1,41,64.92,100.0,0.0,60.2
15910,Avadh Assam Express,PNBE,Patna,NDLS,New Delhi,SL,TQ,6,0,6,0,86,62.54,97.24,4.18,57.61
12378,Padatik Express,KOAA,Kolkata,CSMT,Mumbai CST,1AC,GN,7,6,12,1,93,64.53,90.87,10.5,66.1
12378,Padatik Express,ADI,Ahmedabad,AGTL,Agartala,2AC,TQ,1,2,6,0,52,77.16,90.55,13.81,77.32
12378,Padatik Express,DBRG,Dibrugarh,BBS,Bhubaneswar,3AC,LD,6,1,6,0,31,96.53,100.0,4.18,99.72
15960,Kanchanjunga Express,RNC,Ranchi,SBC,Bangalore,1AC,LD,1,4,3,0,107,95.87,67.43,30.68,99.65
12505,North East Express,PNBE,Patna,SCL,Silchar,3AC,LD,6,2,12,1,75,98.94,95.71,4.3,101.28
15960,Kanchanjunga Express,RNC,Ranchi,MAS,Chennai Central,1AC,LD,4,5,11,1,1,60.4,100.0,0.0,59.2
12505,North East Express,SDAH,Sealdah,VSKP,Visakhapatnam,SL,LD,5,0,9,0,37,92.09,100.0,0.0,95.47
12378,Padatik Express,KOAA,Kolkata,SDAH,Sealdah,2AC,TQ,5,4,1,1,181,64.64,64.05,35.18,62.58
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,GHY,Guwahati,3AC,GN,2,1,2,1,16,80.01,100.0,3.32,75.04
15644,Kamakhya Express,ADI,Ahmedabad,BBS,Bhubaneswar,3AC,LD,0,4,3,0,20,93.52,100.0,0.0,96.04
15666,BG Express,CSMT,Mumbai CST,JP,Jaipur,1AC,LD,7,6,4,1,11,61.5,100.0,0.0,59.38
12378,Padatik Express,BBS,Bhubaneswar,SDAH,Sealdah,3AC,GN,6,5,2,0,127,80.16,73.86,23.29,78.5
15910,Avadh Assam Express,NDLS,New Delhi,DBRG,Dibrugarh,SL,GN,0,5,3,1,110,84.37,76.84,27.22,86.27
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,VSKP,Visakhapatnam,2AC,TQ,0,6,4,1,73,84.68,79.36,16.88,88.4
15960,Kanchanjunga Express,SDAH,Sealdah,HWH,Howrah,3AC,LD,4,6,5,0,55,61.74,94.45,4.66,66.65
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,KOAA,Kolkata,2AC,LD,1,4,6,0,54,71.01,78.43,21.08,71.43
12001,Shatabdi Express,SCL,Silchar,KOAA,Kolkata,2AC,LD,1,3,1,1,49,95.29,80.13,15.3,96.42
12345,Saraighat Express,GHY,Guwahati,SDAH,Sealdah,SL,TQ,1,3,4,0,11,88.82,92.04,3.11,90.86
12423,Rajdhani Express,AGTL,Agartala,MAS,Chennai Central,3AC,LD,2,3,5,1,180,71.68,54.25,43.69,71.42
12378,Padatik Express,CSMT,Mumbai CST,SDAH,Sealdah,1AC,LD,0,1,12,0,23,91.22,100.0,0.0,90.36
15910,Avadh Assam Express,HWH,Howrah,AGTL,Agartala,1AC,LD,6,2,3,1,12,75.31,100.0,0.0,74.98
12345,Saraighat Express,KOAA,Kolkata,MAS,Chennai Central,2AC,GN,2,6,3,1,100,61.9,75.21,26.8,57.13
15644,Kamakhya Express,SBC,Bangalore,NDLS,New Delhi,3AC,GN,0,5,6,0,136,70.17,66.36,34.83,74.56
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,SCL,Silchar,1AC,TQ,6,1,3,1,0,85.64,100.0,3.2,89.6
15666,BG Express,NDLS,New Delhi,BSB,Varanasi,1AC,GN,5,1,1,1,118,88.01,82.23,14.76,87.9
15910,Avadh Assam Express,SDAH,Sealdah,HWH,Howrah,2AC,GN,1,3,8,1,41,65.03,88.05,14.59,60.28
12378,Padatik Express,DBRG,Dibrugarh,SCL,Silchar,2AC,TQ,3,4,1,0,16,63.64,97.13,0.0,65.12
12345,Saraighat Express,SCL,Silchar,RNC,Ranchi,1AC,GN,7,2,12,1,176,95.84,67.66,34.04,100.65
15644,Kamakhya Express,GHY,Guwahati,PNBE,Patna,SL,LD,5,2,11,1,16,96.61,100.0,0.0,101.44
15644,Kamakhya Express,PNBE,Patna,BSB,Varanasi,1AC,GN,1,0,8,0,153,64.88,51.77,47.51,66.95
15666,BG Express,HWH,Howrah,KOAA,Kolkata,SL,LD,2,1,6,0,46,65.49,99.31,0.0,68.74
15644,Kamakhya Express,ADI,Ahmedabad,SBC,Bangalore,1AC,LD,4,2,6,0,102,79.1,89.86,12.35,77.76
12001,Shatabdi Express,HWH,Howrah,KOAA,Kolkata,2AC,GN,7,4,8,0,181,78.9,75.23,22.43,82.34
12505,North East Express,NDLS,New Delhi,VSKP,Visakhapatnam,SL,GN,6,1,6,0,66,62.97,100.0,0.0,60.12
15960,Kanchanjunga Express,NDLS,New Delhi,BSB,Varanasi,SL,GN,2,5,8,0,89,77.45,86.71,13.33,75.43
12423,Rajdhani Express,DBRG,Dibrugarh,SDAH,Sealdah,2AC,LD,4,5,12,0,130,88.29,80.25,19.08,91.24
12505,North East Express,NDLS,New Delhi,SBC,Bangalore,2AC,LD,1,1,5,1,60,64.65,76.97,23.66,68.77
15910,Avadh Assam Express,BSB,Varanasi,KOAA,Kolkata,3AC,GN,6,4,2,1,62,92.03,100.0,0.66,91.65
15644,Kamakhya Express,BBS,Bhubaneswar,GHY,Guwahati,3AC,LD,2,5,12,0,3,80.03,97.1,3.17,83.86
12505,North East Express,DBRG,Dibrugarh,JP,Jaipur,3AC,GN,4,3,3,0,184,82.78,49.61,46.07,79.79
15960,Kanchanjunga Express,JP,Jaipur,NDLS,New Delhi,SL,TQ,5,1,8,0,139,80.62,81.67,21.57,78.98
12505,North East Express,BSB,Varanasi,ADI,Ahmedabad,3AC,TQ,7,2,8,1,49,86.78,100.0,0.0,91.72
12001,Shatabdi Express,GHY,Guwahati,PNBE,Patna,3AC,LD,2,6,7,0,148,61.38,52.57,50.26,62.75
15666,BG Express,AGTL,Agartala,ADI,Ahmedabad,1AC,TQ,6,3,11,0,14,80.92,100.0,0.0,81.16
12378,Padatik Express,GHY,Guwahati,VSKP,Visakhapatnam,2AC,LD,0,2,8,1,11,94.07,90.37,5.38,94.99
12505,North East Express,RNC,Ranchi,NDLS,New Delhi,1AC,GN,0,6,3,1,161,73.35,44.01,59.34,75.88
15666,BG Express,JP,Jaipur,SCL,Silchar,3AC,GN,6,5,10,1,48,79.1,96.84,5.06,80.84
12423,Rajdhani Express,GHY,Guwahati,RNC,Ranchi,3AC,TQ,1,2,4,0,17,63.16,100.0,1.77,64.02
