train_no,train_name,source,source_name,destination,destination_name
12001,Shatabdi Express,NDLS,New Delhi,RNC,Ranchi
15960,Kanchanjunga Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12423,Rajdhani Express,SDAH,Sealdah,ADI,Ahmedabad
12378,Padatik Express,MAS,Chennai Central,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,GHY,Guwahati,JP,Jaipur
12505,North East Express,SDAH,Sealdah,AGTL,Agartala
12378,Padatik Express,PNBE,Patna,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,NDLS,New Delhi
15910,Avadh Assam Express,NDLS,New Delhi,KOAA,Kolkata
15960,Kanchanjunga Express,ADI,Ahmedabad,BSB,Varanasi
12423,Rajdhani Express,SCL,Silchar,JP,Jaipur
12001,Shatabdi Express,VSKP,Visakhapatnam,PNBE,Patna
12505,North East Express,GHY,Guwahati,HWH,Howrah
12501,Poorvottar Sampark Kranti,AGTL,Agartala,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,NDLS,New Delhi
12505,North East Express,SDAH,Sealdah,DBRG,Dibrugarh
15960,Kanchanjunga Express,ADI,Ahmedabad,SBC,Bangalore
12378,Padatik Express,BSB,Varanasi,GHY,Guwahati
12378,Padatik Express,ADI,Ahmedabad,BSB,Varanasi
12001,Shatabdi Express,SDAH,Sealdah,ADI,Ahmedabad
12423,Rajdhani Express,AGTL,Agartala,SBC,Bangalore
12345,Saraighat Express,BBS,Bhubaneswar,NDLS,New Delhi
15644,Kamakhya Express,SDAH,Sealdah,GHY,Guwahati
12423,Rajdhani Express,SCL,Silchar,PNBE,Patna
12345,Saraighat Express,DBRG,Dibrugarh,PNBE,Patna
15644,Kamakhya Express,SCL,Silchar,KOAA,Kolkata
12345,Saraighat Express,PNBE,Patna,CSMT,Mumbai CST
12001,Shatabdi Express,DBRG,Dibrugarh,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,DBRG,Dibrugarh
15910,Avadh Assam Express,KOAA,Kolkata,GHY,Guwahati
12505,North East Express,VSKP,Visakhapatnam,DBRG,Dibrugarh
15644,Kamakhya Express,JP,Jaipur,GHY,Guwahati
12423,Rajdhani Express,AGTL,Agartala,KOAA,Kolkata
12423,Rajdhani Express,SCL,Silchar,DBRG,Dibrugarh
12001,Shatabdi Express,RNC,Ranchi,JP,Jaipur
15960,Kanchanjunga Express,ADI,Ahmedabad,HWH,Howrah
15960,Kanchanjunga Express,KOAA,Kolkata,HWH,Howrah
12423,Rajdhani Express,RNC,Ranchi,ADI,Ahmedabad
12505,North East Express,BSB,Varanasi,PNBE,Patna
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,SDAH,Sealdah
12378,Padatik Express,SBC,Bangalore,SCL,Silchar
15910,Avadh Assam Express,MAS,Chennai Central,SDAH,Sealdah
12001,Shatabdi Express,BSB,Varanasi,JP,Jaipur
12378,Padatik Express,NDLS,New Delhi,GHY,Guwahati
12378,Padatik Express,AGTL,Agartala,BBS,Bhubaneswar
12001,Shatabdi Express,MAS,Chennai Central,DBRG,Dibrugarh
12378,Padatik Express,DBRG,Dibrugarh,RNC,Ranchi
15960,Kanchanjunga Express,GHY,Guwahati,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,BSB,Varanasi,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,MAS,Chennai Central
15910,Avadh Assam Express,MAS,Chennai Central,BSB,Varanasi
12501,Poorvottar Sampark Kranti,BSB,Varanasi,ADI,Ahmedabad
15910,Avadh Assam Express,SDAH,Sealdah,SCL,Silchar
15666,BG Express,RNC,Ranchi,SDAH,Sealdah
15910,Avadh Assam Express,AGTL,Agartala,RNC,Ranchi
12501,Poorvottar Sampark Kranti,JP,Jaipur,ADI,Ahmedabad
12505,North East Express,AGTL,Agartala,BSB,Varanasi
15666,BG Express,BSB,Varanasi,SBC,Bangalore
12378,Padatik Express,BBS,Bhubaneswar,JP,Jaipur
12001,Shatabdi Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
12378,Padatik Express,SBC,Bangalore,KOAA,Kolkata
15644,Kamakhya Express,VSKP,Visakhapatnam,HWH,Howrah
12345,Saraighat Express,SCL,Silchar,SDAH,Sealdah
12345,Saraighat Express,BBS,Bhubaneswar,JP,Jaipur
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,GHY,Guwahati
12505,North East Express,JP,Jaipur,AGTL,Agartala
15644,Kamakhya Express,BBS,Bhubaneswar,SCL,Silchar
15960,Kanchanjunga Express,ADI,Ahmedabad,RNC,Ranchi
15910,Avadh Assam Express,NDLS,New Delhi,CSMT,Mumbai CST
12345,Saraighat Express,JP,Jaipur,SDAH,Sealdah
15910,Avadh Assam Express,BBS,Bhubaneswar,HWH,Howrah
15910,Avadh Assam Express,MAS,Chennai Central,VSKP,Visakhapatnam
15910,Avadh Assam Express,SBC,Bangalore,DBRG,Dibrugarh
12001,Shatabdi Express,KOAA,Kolkata,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,RNC,Ranchi,CSMT,Mumbai CST
12505,North East Express,DBRG,Dibrugarh,AGTL,Agartala
12505,North East Express,SBC,Bangalore,KOAA,Kolkata
12505,North East Express,VSKP,Visakhapatnam,KOAA,Kolkata
15960,Kanchanjunga Express,BSB,Varanasi,JP,Jaipur
12345,Saraighat Express,SCL,Silchar,VSKP,Visakhapatnam
15960,Kanchanjunga Express,DBRG,Dibrugarh,NDLS,New Delhi
12505,North East Express,PNBE,Patna,GHY,Guwahati
12378,Padatik Express,KOAA,Kolkata,ADI,Ahmedabad
15960,Kanchanjunga Express,JP,Jaipur,CSMT,Mumbai CST
12423,Rajdhani Express,BSB,Varanasi,BBS,Bhubaneswar
12378,Padatik Express,MAS,Chennai Central,KOAA,Kolkata
15644,Kamakhya Express,SDAH,Sealdah,CSMT,Mumbai CST
12505,North East Express,CSMT,Mumbai CST,BBS,Bhubaneswar
15666,BG Express,PNBE,Patna,RNC,Ranchi
15644,Kamakhya Express,VSKP,Visakhapatnam,ADI,Ahmedabad
12378,Padatik Express,CSMT,Mumbai CST,AGTL,Agartala
15644,Kamakhya Express,DBRG,Dibrugarh,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,BSB,Varanasi,BBS,Bhubaneswar
15666,BG Express,JP,Jaipur,DBRG,Dibrugarh
15666,BG Express,ADI,Ahmedabad,CSMT,Mumbai CST
12345,Saraighat Express,ADI,Ahmedabad,PNBE,Patna
12378,Padatik Express,ADI,Ahmedabad,HWH,Howrah
15960,Kanchanjunga Express,KOAA,Kolkata,SBC,Bangalore
15910,Avadh Assam Express,JP,Jaipur,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,BSB,Varanasi,HWH,Howrah
15666,BG Express,SDAH,Sealdah,AGTL,Agartala
12423,Rajdhani Express,KOAA,Kolkata,BSB,Varanasi
12345,Saraighat Express,SDAH,Sealdah,GHY,Guwahati
15910,Avadh Assam Express,NDLS,New Delhi,GHY,Guwahati
12423,Rajdhani Express,SDAH,Sealdah,JP,Jaipur
15960,Kanchanjunga Express,SCL,Silchar,MAS,Chennai Central
12505,North East Express,RNC,Ranchi,VSKP,Visakhapatnam
15666,BG Express,VSKP,Visakhapatnam,DBRG,Dibrugarh
12505,North East Express,VSKP,Visakhapatnam,ADI,Ahmedabad
12501,Poorvottar Sampark Kranti,SCL,Silchar,ADI,Ahmedabad
15910,Avadh Assam Express,SDAH,Sealdah,MAS,Chennai Central
12001,Shatabdi Express,HWH,Howrah,RNC,Ranchi
15960,Kanchanjunga Express,HWH,Howrah,GHY,Guwahati
15644,Kamakhya Express,GHY,Guwahati,RNC,Ranchi
12423,Rajdhani Express,ADI,Ahmedabad,SBC,Bangalore
15910,Avadh Assam Express,SBC,Bangalore,BBS,Bhubaneswar
12378,Padatik Express,RNC,Ranchi,BSB,Varanasi
12345,Saraighat Express,GHY,Guwahati,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,BSB,Varanasi,GHY,Guwahati
12345,Saraighat Express,SDAH,Sealdah,BBS,Bhubaneswar
12505,North East Express,JP,Jaipur,KOAA,Kolkata
15666,BG Express,RNC,Ranchi,HWH,Howrah
15960,Kanchanjunga Express,BBS,Bhubaneswar,VSKP,Visakhapatnam
12423,Rajdhani Express,SCL,Silchar,SBC,Bangalore
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,ADI,Ahmedabad
12345,Saraighat Express,VSKP,Visakhapatnam,NDLS,New Delhi
15644,Kamakhya Express,ADI,Ahmedabad,MAS,Chennai Central
12001,Shatabdi Express,SBC,Bangalore,CSMT,Mumbai CST
12001,Shatabdi Express,KOAA,Kolkata,GHY,Guwahati
12505,North East Express,JP,Jaipur,CSMT,Mumbai CST
12378,Padatik Express,AGTL,Agartala,GHY,Guwahati
12345,Saraighat Express,RNC,Ranchi,SBC,Bangalore
15960,Kanchanjunga Express,SBC,Bangalore,HWH,Howrah
12345,Saraighat Express,GHY,Guwahati,MAS,Chennai Central
12505,North East Express,ADI,Ahmedabad,AGTL,Agartala
12345,Saraighat Express,GHY,Guwahati,JP,Jaipur
15666,BG Express,DBRG,Dibrugarh,AGTL,Agartala
12378,Padatik Express,DBRG,Dibrugarh,AGTL,Agartala
15644,Kamakhya Express,CSMT,Mumbai CST,NDLS,New Delhi
15960,Kanchanjunga Express,SDAH,Sealdah,KOAA,Kolkata
12423,Rajdhani Express,CSMT,Mumbai CST,SDAH,Sealdah
12378,Padatik Express,SBC,Bangalore,SDAH,Sealdah
12378,Padatik Express,GHY,Guwahati,SBC,Bangalore
15644,Kamakhya Express,RNC,Ranchi,DBRG,Dibrugarh
15960,Kanchanjunga Express,SCL,Silchar,SDAH,Sealdah
12345,Saraighat Express,VSKP,Visakhapatnam,KOAA,Kolkata
12423,Rajdhani Express,AGTL,Agartala,DBRG,Dibrugarh
15666,BG Express,BSB,Varanasi,MAS,Chennai Central
15960,Kanchanjunga Express,GHY,Guwahati,DBRG,Dibrugarh
15910,Avadh Assam Express,NDLS,New Delhi,RNC,Ranchi
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,ADI,Ahmedabad
15644,Kamakhya Express,SCL,Silchar,DBRG,Dibrugarh
15666,BG Express,CSMT,Mumbai CST,AGTL,Agartala
15666,BG Express,VSKP,Visakhapatnam,JP,Jaipur
12423,Rajdhani Express,BSB,Varanasi,VSKP,Visakhapatnam
15644,Kamakhya Express,BSB,Varanasi,RNC,Ranchi
15910,Avadh Assam Express,SDAH,Sealdah,KOAA,Kolkata
12001,Shatabdi Express,VSKP,Visakhapatnam,SCL,Silchar
15910,Avadh Assam Express,DBRG,Dibrugarh,BBS,Bhubaneswar
15666,BG Express,KOAA,Kolkata,HWH,Howrah
15644,Kamakhya Express,AGTL,Agartala,BSB,Varanasi
12505,North East Express,CSMT,Mumbai CST,SCL,Silchar
15960,Kanchanjunga Express,HWH,Howrah,SBC,Bangalore
12378,Padatik Express,GHY,Guwahati,ADI,Ahmedabad
12423,Rajdhani Express,CSMT,Mumbai CST,NDLS,New Delhi
15644,Kamakhya Express,MAS,Chennai Central,HWH,Howrah
15910,Avadh Assam Express,BSB,Varanasi,ADI,Ahmedabad
12505,North East Express,GHY,Guwahati,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,SDAH,Sealdah
15666,BG Express,CSMT,Mumbai CST,GHY,Guwahati
15644,Kamakhya Express,NDLS,New Delhi,SDAH,Sealdah
12505,North East Express,ADI,Ahmedabad,BBS,Bhubaneswar
12423,Rajdhani Express,JP,Jaipur,BBS,Bhubaneswar
15910,Avadh Assam Express,VSKP,Visakhapatnam,RNC,Ranchi
12378,Padatik Express,HWH,Howrah,VSKP,Visakhapatnam
15960,Kanchanjunga Express,SDAH,Sealdah,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,PNBE,Patna,SBC,Bangalore
15666,BG Express,HWH,Howrah,GHY,Guwahati
12423,Rajdhani Express,SBC,Bangalore,RNC,Ranchi
12505,North East Express,HWH,Howrah,VSKP,Visakhapatnam
15644,Kamakhya Express,BBS,Bhubaneswar,HWH,Howrah
12501,Poorvottar Sampark Kranti,SBC,Bangalore,VSKP,Visakhapatnam
12423,Rajdhani Express,SDAH,Sealdah,BBS,Bhubaneswar
15910,Avadh Assam Express,SDAH,Sealdah,NDLS,New Delhi
15644,Kamakhya Express,DBRG,Dibrugarh,RNC,Ranchi
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,PNBE,Patna
12423,Rajdhani Express,VSKP,Visakhapatnam,ADI,Ahmedabad
15644,Kamakhya Express,VSKP,Visakhapatnam,NDLS,New Delhi
15960,Kanchanjunga Express,SBC,Bangalore,VSKP,Visakhapatnam
12505,North East Express,DBRG,Dibrugarh,BBS,Bhubaneswar
15666,BG Express,GHY,Guwahati,HWH,Howrah
12378,Padatik Express,BBS,Bhubaneswar,SCL,Silchar
15960,Kanchanjunga Express,BBS,Bhubaneswar,SBC,Bangalore
15666,BG Express,SCL,Silchar,NDLS,New Delhi
12505,North East Express,ADI,Ahmedabad,SCL,Silchar
15960,Kanchanjunga Express,AGTL,Agartala,SBC,Bangalore
15960,Kanchanjunga Express,SBC,Bangalore,BBS,Bhubaneswar
15960,Kanchanjunga Express,KOAA,Kolkata,DBRG,Dibrugarh
12423,Rajdhani Express,MAS,Chennai Central,SDAH,Sealdah
12345,Saraighat Express,SCL,Silchar,PNBE,Patna
12505,North East Express,BSB,Varanasi,SDAH,Sealdah
15910,Avadh Assam Express,SBC,Bangalore,RNC,Ranchi
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,PNBE,Patna
12001,Shatabdi Express,NDLS,New Delhi,GHY,Guwahati
12423,Rajdhani Express,DBRG,Dibrugarh,BBS,Bhubaneswar
12001,Shatabdi Express,SBC,Bangalore,MAS,Chennai Central
12423,Rajdhani Express,KOAA,Kolkata,BBS,Bhubaneswar
15910,Avadh Assam Express,JP,Jaipur,ADI,Ahmedabad
12378,Padatik Express,SBC,Bangalore,MAS,Chennai Central
12505,North East Express,BBS,Bhubaneswar,HWH,Howrah
15910,Avadh Assam Express,SDAH,Sealdah,BSB,Varanasi
12345,Saraighat Express,BSB,Varanasi,CSMT,Mumbai CST
15960,Kanchanjunga Express,RNC,Ranchi,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,JP,Jaipur
12378,Padatik Express,BSB,Varanasi,DBRG,Dibrugarh
15666,BG Express,SDAH,Sealdah,MAS,Chennai Central
15960,Kanchanjunga Express,SBC,Bangalore,RNC,Ranchi
15960,Kanchanjunga Express,BBS,Bhubaneswar,HWH,Howrah
15644,Kamakhya Express,DBRG,Dibrugarh,JP,Jaipur
12501,Poorvottar Sampark Kranti,AGTL,Agartala,KOAA,Kolkata
12423,Rajdhani Express,NDLS,New Delhi,CSMT,Mumbai CST
12423,Rajdhani Express,CSMT,Mumbai CST,KOAA,Kolkata
12423,Rajdhani Express,KOAA,Kolkata,AGTL,Agartala
15644,Kamakhya Express,BBS,Bhubaneswar,DBRG,Dibrugarh
12505,North East Express,GHY,Guwahati,BSB,Varanasi
15960,Kanchanjunga Express,BSB,Varanasi,SBC,Bangalore
15960,Kanchanjunga Express,AGTL,Agartala,VSKP,Visakhapatnam
15960,Kanchanjunga Express,PNBE,Patna,BBS,Bhubaneswar
12001,Shatabdi Express,BSB,Varanasi,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,JP,Jaipur,KOAA,Kolkata
15960,Kanchanjunga Express,MAS,Chennai Central,BSB,Varanasi
15666,BG Express,BSB,Varanasi,KOAA,Kolkata
15910,Avadh Assam Express,NDLS,New Delhi,AGTL,Agartala
12378,Padatik Express,BSB,Varanasi,AGTL,Agartala
12505,North East Express,BBS,Bhubaneswar,JP,Jaipur
12378,Padatik Express,NDLS,New Delhi,CSMT,Mumbai CST
15910,Avadh Assam Express,SCL,Silchar,VSKP,Visakhapatnam
12423,Rajdhani Express,DBRG,Dibrugarh,MAS,Chennai Central
15644,Kamakhya Express,PNBE,Patna,SDAH,Sealdah
12345,Saraighat Express,DBRG,Dibrugarh,RNC,Ranchi
12378,Padatik Express,DBRG,Dibrugarh,BSB,Varanasi
12345,Saraighat Express,SCL,Silchar,SBC,Bangalore
15910,Avadh Assam Express,CSMT,Mumbai CST,SCL,Silchar
15666,BG Express,HWH,Howrah,SCL,Silchar
12423,Rajdhani Express,SBC,Bangalore,SDAH,Sealdah
15910,Avadh Assam Express,BBS,Bhubaneswar,MAS,Chennai Central
15960,Kanchanjunga Express,BSB,Varanasi,PNBE,Patna
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,MAS,Chennai Central
15960,Kanchanjunga Express,GHY,Guwahati,SBC,Bangalore
15666,BG Express,KOAA,Kolkata,SDAH,Sealdah
12345,Saraighat Express,BBS,Bhubaneswar,AGTL,Agartala
15910,Avadh Assam Express,JP,Jaipur,HWH,Howrah
12423,Rajdhani Express,BBS,Bhubaneswar,SDAH,Sealdah
15644,Kamakhya Express,JP,Jaipur,MAS,Chennai Central
12345,Saraighat Express,SCL,Silchar,NDLS,New Delhi
15960,Kanchanjunga Express,CSMT,Mumbai CST,JP,Jaipur
15644,Kamakhya Express,CSMT,Mumbai CST,MAS,Chennai Central
12001,Shatabdi Express,SCL,Silchar,BBS,Bhubaneswar
15960,Kanchanjunga Express,SDAH,Sealdah,VSKP,Visakhapatnam
15960,Kanchanjunga Express,ADI,Ahmedabad,SDAH,Sealdah
12001,Shatabdi Express,NDLS,New Delhi,JP,Jaipur
12423,Rajdhani Express,SCL,Silchar,RNC,Ranchi
12505,North East Express,PNBE,Patna,CSMT,Mumbai CST
12505,North East Express,HWH,Howrah,BBS,Bhubaneswar
12345,Saraighat Express,NDLS,New Delhi,SBC,Bangalore
15666,BG Express,AGTL,Agartala,MAS,Chennai Central
12505,North East Express,PNBE,Patna,SBC,Bangalore
15910,Avadh Assam Express,DBRG,Dibrugarh,JP,Jaipur
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,GHY,Guwahati
12345,Saraighat Express,JP,Jaipur,BSB,Varanasi
15910,Avadh Assam Express,DBRG,Dibrugarh,AGTL,Agartala
15666,BG Express,KOAA,Kolkata,NDLS,New Delhi
15644,Kamakhya Express,SCL,Silchar,JP,Jaipur
15910,Avadh Assam Express,PNBE,Patna,AGTL,Agartala
12345,Saraighat Express,MAS,Chennai Central,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,JP,Jaipur,GHY,Guwahati
12001,Shatabdi Express,GHY,Guwahati,RNC,Ranchi
12501,Poorvottar Sampark Kranti,HWH,Howrah,MAS,Chennai Central
12378,Padatik Express,JP,Jaipur,MAS,Chennai Central
15960,Kanchanjunga Express,KOAA,Kolkata,VSKP,Visakhapatnam
12423,Rajdhani Express,PNBE,Patna,JP,Jaipur
12001,Shatabdi Express,NDLS,New Delhi,ADI,Ahmedabad
15910,Avadh Assam Express,BSB,Varanasi,JP,Jaipur
12378,Padatik Express,BBS,Bhubaneswar,NDLS,New Delhi
15960,Kanchanjunga Express,AGTL,Agartala,CSMT,Mumbai CST
15644,Kamakhya Express,AGTL,Agartala,HWH,Howrah
12378,Padatik Express,RNC,Ranchi,SBC,Bangalore
12378,Padatik Express,AGTL,Agartala,BSB,Varanasi
15910,Avadh Assam Express,VSKP,Visakhapatnam,SDAH,Sealdah
12345,Saraighat Express,AGTL,Agartala,KOAA,Kolkata
12423,Rajdhani Express,JP,Jaipur,BSB,Varanasi
15644,Kamakhya Express,BSB,Varanasi,DBRG,Dibrugarh
15910,Avadh Assam Express,SCL,Silchar,SBC,Bangalore
12423,Rajdhani Express,BSB,Varanasi,PNBE,Patna
12423,Rajdhani Express,SDAH,Sealdah,DBRG,Dibrugarh
12378,Padatik Express,VSKP,Visakhapatnam,GHY,Guwahati
15910,Avadh Assam Express,HWH,Howrah,VSKP,Visakhapatnam
12345,Saraighat Express,DBRG,Dibrugarh,MAS,Chennai Central
12378,Padatik Express,NDLS,New Delhi,SCL,Silchar
15644,Kamakhya Express,JP,Jaipur,ADI,Ahmedabad
12345,Saraighat Express,AGTL,Agartala,BBS,Bhubaneswar
12423,Rajdhani Express,GHY,Guwahati,CSMT,Mumbai CST
12423,Rajdhani Express,PNBE,Patna,DBRG,Dibrugarh
15644,Kamakhya Express,GHY,Guwahati,DBRG,Dibrugarh
15666,BG Express,BBS,Bhubaneswar,NDLS,New Delhi
12501,Poorvottar Sampark Kranti,JP,Jaipur,VSKP,Visakhapatnam
15644,Kamakhya Express,DBRG,Dibrugarh,SCL,Silchar
12423,Rajdhani Express,NDLS,New Delhi,KOAA,Kolkata
12505,North East Express,BBS,Bhubaneswar,KOAA,Kolkata
12001,Shatabdi Express,RNC,Ranchi,KOAA,Kolkata
12378,Padatik Express,PNBE,Patna,ADI,Ahmedabad
15644,Kamakhya Express,HWH,Howrah,JP,Jaipur
15666,BG Express,KOAA,Kolkata,SBC,Bangalore
12378,Padatik Express,BBS,Bhubaneswar,AGTL,Agartala
12378,Padatik Express,ADI,Ahmedabad,SBC,Bangalore
12345,Saraighat Express,GHY,Guwahati,DBRG,Dibrugarh
12378,Padatik Express,VSKP,Visakhapatnam,ADI,Ahmedabad
12378,Padatik Express,SDAH,Sealdah,AGTL,Agartala
12505,North East Express,MAS,Chennai Central,CSMT,Mumbai CST
12001,Shatabdi Express,SCL,Silchar,GHY,Guwahati
12501,Poorvottar Sampark Kranti,JP,Jaipur,DBRG,Dibrugarh
15666,BG Express,RNC,Ranchi,SBC,Bangalore
12378,Padatik Express,NDLS,New Delhi,SBC,Bangalore
12345,Saraighat Express,RNC,Ranchi,SCL,Silchar
12505,North East Express,SDAH,Sealdah,SCL,Silchar
15666,BG Express,HWH,Howrah,SBC,Bangalore
12001,Shatabdi Express,HWH,Howrah,DBRG,Dibrugarh
12001,Shatabdi Express,RNC,Ranchi,SCL,Silchar
12345,Saraighat Express,MAS,Chennai Central,PNBE,Patna
12001,Shatabdi Express,VSKP,Visakhapatnam,GHY,Guwahati
15644,Kamakhya Express,HWH,Howrah,PNBE,Patna
15666,BG Express,VSKP,Visakhapatnam,PNBE,Patna
12345,Saraighat Express,AGTL,Agartala,SCL,Silchar
15910,Avadh Assam Express,JP,Jaipur,BSB,Varanasi
12345,Saraighat Express,GHY,Guwahati,PNBE,Patna
12001,Shatabdi Express,ADI,Ahmedabad,SDAH,Sealdah
12423,Rajdhani Express,ADI,Ahmedabad,BSB,Varanasi
12345,Saraighat Express,MAS,Chennai Central,SDAH,Sealdah
15910,Avadh Assam Express,SCL,Silchar,HWH,Howrah
12001,Shatabdi Express,DBRG,Dibrugarh,ADI,Ahmedabad
12378,Padatik Express,SCL,Silchar,SBC,Bangalore
15910,Avadh Assam Express,SDAH,Sealdah,ADI,Ahmedabad
12001,Shatabdi Express,GHY,Guwahati,BBS,Bhubaneswar
15666,BG Express,MAS,Chennai Central,DBRG,Dibrugarh
12345,Saraighat Express,SBC,Bangalore,DBRG,Dibrugarh
12378,Padatik Express,SBC,Bangalore,BBS,Bhubaneswar
15644,Kamakhya Express,AGTL,Agartala,NDLS,New Delhi
15960,Kanchanjunga Express,MAS,Chennai Central,SCL,Silchar
12501,Poorvottar Sampark Kranti,SBC,Bangalore,JP,Jaipur
12345,Saraighat Express,KOAA,Kolkata,BSB,Varanasi
12505,North East Express,MAS,Chennai Central,JP,Jaipur
12501,Poorvottar Sampark Kranti,GHY,Guwahati,SCL,Silchar
12001,Shatabdi Express,BSB,Varanasi,VSKP,Visakhapatnam
12378,Padatik Express,MAS,Chennai Central,PNBE,Patna
12501,Poorvottar Sampark Kranti,AGTL,Agartala,ADI,Ahmedabad
12423,Rajdhani Express,ADI,Ahmedabad,JP,Jaipur
12378,Padatik Express,KOAA,Kolkata,SBC,Bangalore
15910,Avadh Assam Express,BBS,Bhubaneswar,SCL,Silchar
12001,Shatabdi Express,SCL,Silchar,VSKP,Visakhapatnam
12505,North East Express,AGTL,Agartala,ADI,Ahmedabad
12001,Shatabdi Express,PNBE,Patna,RNC,Ranchi
12001,Shatabdi Express,DBRG,Dibrugarh,KOAA,Kolkata
12505,North East Express,PNBE,Patna,HWH,Howrah
15666,BG Express,MAS,Chennai Central,PNBE,Patna
15666,BG Express,GHY,Guwahati,CSMT,Mumbai CST
12345,Saraighat Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
12423,Rajdhani Express,HWH,Howrah,SDAH,Sealdah
12505,North East Express,GHY,Guwahati,DBRG,Dibrugarh
15644,Kamakhya Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
15666,BG Express,NDLS,New Delhi,VSKP,Visakhapatnam
15910,Avadh Assam Express,SBC,Bangalore,SCL,Silchar
12505,North East Express,GHY,Guwahati,CSMT,Mumbai CST
15960,Kanchanjunga Express,DBRG,Dibrugarh,BBS,Bhubaneswar
12001,Shatabdi Express,PNBE,Patna,JP,Jaipur
15910,Avadh Assam Express,AGTL,Agartala,CSMT,Mumbai CST
15666,BG Express,VSKP,Visakhapatnam,HWH,Howrah
15644,Kamakhya Express,CSMT,Mumbai CST,ADI,Ahmedabad
12505,North East Express,GHY,Guwahati,SDAH,Sealdah
15644,Kamakhya Express,VSKP,Visakhapatnam,BSB,Varanasi
